gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset_id,gene_symbol,effect_scope,contrast,significant_fdr_0_10,direction,absolute_log2_fold_change,open_targets_queried,is_known_drug_target,has_approved_drug,n_drugs_or_candidates,best_clinical_stage,drug_names,fold_change_endometriosis_vs_normal
ENSG00000105538,13.670233417622116,-1.7232068467524708,0.4369386406694756,-3.943818848596637,8.019424505038359e-05,0.048024840021743266,Huang_GSE214411,RASIP1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.7232068467524708,True,False,False,0.0,,,0.30287473725525743
ENSG00000130513,226.80625406726733,1.1843032198250059,0.3010931847076298,3.9333444925862358,8.377204282198612e-05,0.048024840021743266,Huang_GSE214411,GDF15,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.1843032198250059,True,False,False,0.0,,,2.2725361118578364
ENSG00000185650,2285.521738433428,0.7972525818800253,0.20269586956516922,3.9332453275457535,8.380662522762482e-05,0.048024840021743266,Huang_GSE214411,ZFP36L1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.7972525818800253,True,False,False,0.0,,,1.7377885894711542
ENSG00000198576,59.35562976969475,1.6561393591476194,0.4244157631265812,3.902162697603857,9.533703884769904e-05,0.05100208905997534,Huang_GSE214411,ARC,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.6561393591476194,True,False,False,0.0,,,3.151719974297859
ENSG00000263961,37.35285241985984,-2.0205182010917038,0.5182646394811917,-3.898622532137908,9.674144358872408e-05,0.05100208905997534,Huang_GSE214411,RHEX,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,2.0205182010917038,True,False,False,0.0,,,0.24646963088756735
ENSG00000132535,39.18291826637303,0.7319104569424157,0.1912355482747004,3.827271987586024,0.00012957131581580453,0.06568269009431937,Huang_GSE214411,DLG4,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.7319104569424157,True,False,False,0.0,,,1.6608369626156658
ENSG00000102760,83.33370058907894,1.6880064625012003,0.44298007972727255,3.8105696841728127,0.00013864692294917954,0.06768023868408098,Huang_GSE214411,RGCC,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.6880064625012003,True,False,False,0.0,,,3.2221115974971464
ENSG00000141526,42.76320401544649,1.4316746315589548,0.377643328695329,3.7910761895491754,0.0001499959283731329,0.07060522628421041,Huang_GSE214411,SLC16A3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.4316746315589548,True,False,False,0.0,,,2.697596615913877
ENSG00000166592,87.25592072084397,1.7114272178711618,0.45595744456891846,3.7534801509584255,0.00017439634763505868,0.07926013316655425,Huang_GSE214411,RRAD,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.7114272178711618,True,False,False,0.0,,,3.274846346217086
ENSG00000176731,610.9807555254754,0.5474350600692054,0.1463518404503065,3.740541003002186,0.00018362458626571036,0.08067240156606875,Huang_GSE214411,RBIS,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5474350600692054,True,False,False,0.0,,,1.4614850384927747
ENSG00000096746,507.81163556095237,0.37672572617961453,0.10140365111948549,3.7151100776017696,0.00020311525372125293,0.0858678632459827,Huang_GSE214411,HNRNPH3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.37672572617961453,True,False,False,0.0,,,1.298391739251734
ENSG00000157895,51.673934398338176,-0.6711567862415398,0.18130500731697344,-3.7018105355919055,0.00021406644876001106,0.0858678632459827,Huang_GSE214411,C12orf43,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.6711567862415398,True,False,False,0.0,,,0.6280029380527118
ENSG00000132326,80.79513818414814,0.9808772098072528,0.2652634722907562,3.697747003523011,0.00021752152231818865,0.0858678632459827,Huang_GSE214411,PER2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.9808772098072528,True,False,False,0.0,,,1.973665102678308
ENSG00000271254,18.951488627164057,-1.4824530064251806,0.40140825594188534,-3.693130334219647,0.00022151042112013747,0.0858678632459827,Huang_GSE214411,AC240274.1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.4824530064251806,True,False,False,0.0,,,0.35787979335532105
ENSG00000197111,1002.8615556934494,0.5886835312787537,0.16007190915727226,3.677619229869784,0.00023542104127148708,0.08865283782737712,Huang_GSE214411,PCBP2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5886835312787537,True,False,False,0.0,,,1.5038738263409
ENSG00000113384,124.41467418652284,0.5043788630930094,0.138376613416441,3.6449718680070142,0.0002674210525044176,0.08937644819716742,Huang_GSE214411,GOLPH3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5043788630930094,True,False,False,0.0,,,1.4185124993382965
ENSG00000177410,1758.8613215444655,0.6329140333336887,0.17372108087617272,3.643277086128803,0.00026918878533857484,0.08937644819716742,Huang_GSE214411,ZFAS1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.6329140333336887,True,False,False,0.0,,,1.5506940078805351
ENSG00000182979,116.26274339793015,0.5243677081412649,0.14432327192158284,3.6332858946419733,0.0002798346612150463,0.08937644819716742,Huang_GSE214411,MTA1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5243677081412649,True,False,False,0.0,,,1.4383030748687586
ENSG00000004864,48.54775268056398,-0.7268991997481613,0.20014053217286912,-3.631943973848887,0.00028129420108199374,0.08937644819716742,Huang_GSE214411,SLC25A13,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.7268991997481613,True,False,False,0.0,,,0.6042011353973009
ENSG00000015568,31.30201188557573,1.1588563376869045,0.31914584193550066,3.631118396087734,0.0002821956815321872,0.08937644819716742,Huang_GSE214411,RGPD5,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.1588563376869045,True,False,False,0.0,,,2.2328035722634323
ENSG00000168993,34.803093984636796,0.9014086611359268,0.2484032598083715,3.6288117226453087,0.0002847287968044532,0.08937644819716742,Huang_GSE214411,CPLX1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.9014086611359268,True,False,False,0.0,,,1.8678889174376665
ENSG00000183508,17.219795448933755,1.4751583578155545,0.4065211482661964,3.6287370635133542,0.00028481113993027553,0.08937644819716742,Huang_GSE214411,TENT5C,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.4751583578155545,True,False,False,0.0,,,2.780141585938328
ENSG00000275835,38.014886667635,-0.7368174586718674,0.2044113439953727,-3.604582036741302,0.00031265568109742424,0.0946102395193274,Huang_GSE214411,TUBGCP5,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.7368174586718674,True,False,False,0.0,,,0.6000616109831896
ENSG00000110799,10.04100791434537,-1.818461589063252,0.5048555518430048,-3.6019443233314,0.0003158460196396362,0.0946102395193274,Huang_GSE214411,VWF,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.818461589063252,True,True,True,4.0,APPROVAL,CAPLACIZUMAB; EGAPTIVON PEGOL; VON WILLEBRAND FACTOR HUMAN; VONICOG ALFA,0.28352314372962345
ENSG00000145703,15.084431615800174,-1.9108771398246902,0.5339673876636495,-3.578640164122472,0.0003453866204361138,0.09936212629361667,Huang_GSE214411,IQGAP2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.9108771398246902,True,False,False,0.0,,,0.26593081397610535
ENSG00000171621,65.61620590820027,0.8822252054760689,0.24659817595525643,3.577582040331647,0.0003467873907060976,0.09936212629361667,Huang_GSE214411,SPSB1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.8822252054760689,True,False,False,0.0,,,1.8432160769678
ENSG00000125144,54.46178261281493,3.009144737207494,0.5307499310894306,5.669609284792272,1.4312353383062132e-08,0.0001975534137464066,Mareckova_E-MTAB-14039,MT1G,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,3.009144737207494,True,False,False,0.0,,,8.050870244482144
ENSG00000118785,13.451184112709182,4.389797933387412,0.8390056641467057,5.23214338231193,1.675556971860621e-07,0.0011563856441296075,Mareckova_E-MTAB-14039,SPP1,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,4.389797933387412,True,True,False,1.0,PHASE_1_2,ASK-8007,20.963358088278657
ENSG00000228262,37.332959282493576,3.841449480714678,0.7797649059874272,4.926420067405056,8.374984952384594e-07,0.003853330576592152,Mareckova_E-MTAB-14039,LINC01320,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,3.841449480714678,True,False,False,0.0,,,14.334796121704649
ENSG00000185885,98.26016898909725,1.8614499442195112,0.397903156034303,4.678148227753782,2.894772618992054e-06,0.009989136614986831,Mareckova_E-MTAB-14039,IFITM1,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,1.8614499442195112,True,False,False,0.0,,,3.6337267720478397
ENSG00000019582,30.38489516835414,2.6056790445220335,0.5973226129638837,4.362264190188264,1.2872329620150203e-05,0.03553535314938665,Mareckova_E-MTAB-14039,CD74,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,2.6056790445220335,True,True,True,2.0,APPROVAL,MILATUZUMAB; REPOTRECTINIB,6.086779250686588
ENSG00000215845,23.214332347215397,2.21758005246002,0.5294361060235881,4.188569739067285,2.807180480025934e-05,0.06457918694299661,Mareckova_E-MTAB-14039,TSTD1,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,2.21758005246002,True,False,False,0.0,,,4.651126093978088
ENSG00000205502,9.00994149168228,4.1481052506861635,1.0149837956332908,4.086868449065226,4.372348711487791e-05,0.08621647037809425,Mareckova_E-MTAB-14039,C2CD4B,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,4.1481052506861635,True,False,False,0.0,,,17.729810983124715
ENSG00000196436,16.811537745266396,-2.9426270571395188,0.7339279418559763,-4.009422300639114,6.086747687108307e-05,0.09368814995922596,Mareckova_E-MTAB-14039,NPIPB15,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_normal,2.9426270571395188,True,False,False,0.0,,,0.13007115292098312
ENSG00000135480,12.772773313730678,3.6835890071568143,0.9250750055132841,3.981935502746558,6.835633137053647e-05,0.09368814995922596,Mareckova_E-MTAB-14039,KRT7,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,3.6835890071568143,True,False,False,0.0,,,12.849043010185117
ENSG00000205364,11.092864227939131,3.0131722400478633,0.7626063451438395,3.9511502352888654,7.777647860254564e-05,0.09368814995922596,Mareckova_E-MTAB-14039,MT1M,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,3.0131722400478633,True,False,False,0.0,,,8.073376875148176
ENSG00000183098,63.545215795146774,1.8575992422269088,0.47138571172107385,3.9407202977040567,8.123730598633232e-05,0.09368814995922596,Mareckova_E-MTAB-14039,GPC6,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,1.8575992422269088,True,False,False,0.0,,,3.624040912216135
ENSG00000255823,292.4591903462102,2.539572065157262,0.6445463311837125,3.9400923444763474,8.1450249910216e-05,0.09368814995922596,Mareckova_E-MTAB-14039,MTRNR2L8,Within Mareckova_E-MTAB-14039,Endometriosis - Normal,True,higher_in_endometriosis,2.539572065157262,True,False,False,0.0,,,5.814165205156339
