gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset_id,gene_symbol,effect_scope,contrast,significant_fdr_0_10,direction,absolute_log2_fold_change,open_targets_queried,is_known_drug_target,has_approved_drug,n_drugs_or_candidates,best_clinical_stage,drug_names
ENSG00000137801,242.3235763502945,1.6490172173083133,0.38183131033457335,4.318706121463401,1.5694660153377424e-05,0.018097322049823884,Huang_GSE214411,THBS1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.6490172173083133,True,False,False,0.0,,
ENSG00000122877,84.16786730968155,1.5480338843945467,0.3593430803425989,4.3079551800987685,1.6477076221387453e-05,0.018097322049823884,Huang_GSE214411,EGR2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.5480338843945467,True,False,False,0.0,,
ENSG00000134531,406.1033450635055,1.5468193524187293,0.36175942971456665,4.275823172430341,1.9043233332114762e-05,0.019306908870559428,Huang_GSE214411,EMP1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.5468193524187293,True,False,False,0.0,,
ENSG00000221823,62.05000586162115,0.7621130604109341,0.18463254916911986,4.1277286363676495,3.663640938381951e-05,0.032281757624490474,Huang_GSE214411,PPP3R1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.7621130604109341,True,False,False,0.0,,
ENSG00000204103,182.83955155070194,1.2323873706088593,0.2986098309023054,4.127082376641688,3.6739481363228915e-05,0.032281757624490474,Huang_GSE214411,MAFB,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.2323873706088593,True,False,False,0.0,,
ENSG00000007866,67.04674270592288,0.6630347493576322,0.1640592532480204,4.041434641636909,5.3125188401113785e-05,0.04376187394541748,Huang_GSE214411,TEAD3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.6630347493576322,True,False,False,0.0,,
ENSG00000203727,33.638848081827675,-0.9502644810266504,0.23759006282600692,-3.9995969095835147,6.345046205291365e-05,0.048024840021743266,Huang_GSE214411,SAMD5,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.9502644810266504,True,False,False,0.0,,
ENSG00000165644,18.446368906087862,-1.2936762303417184,0.32621026726790514,-3.9657741038520626,7.315812494819802e-05,0.048024840021743266,Huang_GSE214411,COMTD1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.2936762303417184,True,False,False,0.0,,
ENSG00000148926,40.4165440397788,1.5029438357230143,0.3797390688280274,3.9578330466798852,7.563279027802969e-05,0.048024840021743266,Huang_GSE214411,ADM,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.5029438357230143,True,True,False,1.0,PHASE_2_3,ENIBARCIMAB
ENSG00000181649,54.449496983834855,1.4907027724605153,0.3777256397331354,3.9465225964371986,7.929444144233587e-05,0.048024840021743266,Huang_GSE214411,PHLDA2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.4907027724605153,True,False,False,0.0,,
ENSG00000105538,13.670233417622116,-1.7232068467524708,0.4369386406694756,-3.943818848596637,8.019424505038359e-05,0.048024840021743266,Huang_GSE214411,RASIP1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.7232068467524708,True,False,False,0.0,,
ENSG00000130513,226.80625406726733,1.1843032198250059,0.3010931847076298,3.9333444925862358,8.377204282198612e-05,0.048024840021743266,Huang_GSE214411,GDF15,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.1843032198250059,True,False,False,0.0,,
ENSG00000185650,2285.521738433428,0.7972525818800253,0.20269586956516922,3.9332453275457535,8.380662522762482e-05,0.048024840021743266,Huang_GSE214411,ZFP36L1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.7972525818800253,True,False,False,0.0,,
ENSG00000198576,59.35562976969475,1.6561393591476194,0.4244157631265812,3.902162697603857,9.533703884769904e-05,0.05100208905997534,Huang_GSE214411,ARC,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.6561393591476194,True,False,False,0.0,,
ENSG00000263961,37.35285241985984,-2.0205182010917038,0.5182646394811917,-3.898622532137908,9.674144358872408e-05,0.05100208905997534,Huang_GSE214411,RHEX,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,2.0205182010917038,True,False,False,0.0,,
ENSG00000132535,39.18291826637303,0.7319104569424157,0.1912355482747004,3.827271987586024,0.00012957131581580453,0.06568269009431937,Huang_GSE214411,DLG4,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.7319104569424157,True,False,False,0.0,,
ENSG00000102760,83.33370058907894,1.6880064625012003,0.44298007972727255,3.8105696841728127,0.00013864692294917954,0.06768023868408098,Huang_GSE214411,RGCC,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.6880064625012003,True,False,False,0.0,,
ENSG00000141526,42.76320401544649,1.4316746315589548,0.377643328695329,3.7910761895491754,0.0001499959283731329,0.07060522628421041,Huang_GSE214411,SLC16A3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.4316746315589548,True,False,False,0.0,,
ENSG00000166592,87.25592072084397,1.7114272178711618,0.45595744456891846,3.7534801509584255,0.00017439634763505868,0.07926013316655425,Huang_GSE214411,RRAD,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.7114272178711618,True,False,False,0.0,,
ENSG00000176731,610.9807555254754,0.5474350600692054,0.1463518404503065,3.740541003002186,0.00018362458626571036,0.08067240156606875,Huang_GSE214411,RBIS,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5474350600692054,True,False,False,0.0,,
ENSG00000096746,507.81163556095237,0.37672572617961453,0.10140365111948549,3.7151100776017696,0.00020311525372125293,0.0858678632459827,Huang_GSE214411,HNRNPH3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.37672572617961453,True,False,False,0.0,,
ENSG00000157895,51.673934398338176,-0.6711567862415398,0.18130500731697344,-3.7018105355919055,0.00021406644876001106,0.0858678632459827,Huang_GSE214411,C12orf43,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.6711567862415398,True,False,False,0.0,,
ENSG00000132326,80.79513818414814,0.9808772098072528,0.2652634722907562,3.697747003523011,0.00021752152231818865,0.0858678632459827,Huang_GSE214411,PER2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.9808772098072528,True,False,False,0.0,,
ENSG00000271254,18.951488627164057,-1.4824530064251806,0.40140825594188534,-3.693130334219647,0.00022151042112013747,0.0858678632459827,Huang_GSE214411,AC240274.1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.4824530064251806,True,False,False,0.0,,
ENSG00000197111,1002.8615556934494,0.5886835312787537,0.16007190915727226,3.677619229869784,0.00023542104127148708,0.08865283782737712,Huang_GSE214411,PCBP2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5886835312787537,True,False,False,0.0,,
ENSG00000113384,124.41467418652284,0.5043788630930094,0.138376613416441,3.6449718680070142,0.0002674210525044176,0.08937644819716742,Huang_GSE214411,GOLPH3,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5043788630930094,True,False,False,0.0,,
ENSG00000177410,1758.8613215444655,0.6329140333336887,0.17372108087617272,3.643277086128803,0.00026918878533857484,0.08937644819716742,Huang_GSE214411,ZFAS1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.6329140333336887,True,False,False,0.0,,
ENSG00000182979,116.26274339793015,0.5243677081412649,0.14432327192158284,3.6332858946419733,0.0002798346612150463,0.08937644819716742,Huang_GSE214411,MTA1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.5243677081412649,True,False,False,0.0,,
ENSG00000004864,48.54775268056398,-0.7268991997481613,0.20014053217286912,-3.631943973848887,0.00028129420108199374,0.08937644819716742,Huang_GSE214411,SLC25A13,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.7268991997481613,True,False,False,0.0,,
ENSG00000015568,31.30201188557573,1.1588563376869045,0.31914584193550066,3.631118396087734,0.0002821956815321872,0.08937644819716742,Huang_GSE214411,RGPD5,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.1588563376869045,True,False,False,0.0,,
ENSG00000168993,34.803093984636796,0.9014086611359268,0.2484032598083715,3.6288117226453087,0.0002847287968044532,0.08937644819716742,Huang_GSE214411,CPLX1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.9014086611359268,True,False,False,0.0,,
ENSG00000183508,17.219795448933755,1.4751583578155545,0.4065211482661964,3.6287370635133542,0.00028481113993027553,0.08937644819716742,Huang_GSE214411,TENT5C,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,1.4751583578155545,True,False,False,0.0,,
ENSG00000275835,38.014886667635,-0.7368174586718674,0.2044113439953727,-3.604582036741302,0.00031265568109742424,0.0946102395193274,Huang_GSE214411,TUBGCP5,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,0.7368174586718674,True,False,False,0.0,,
ENSG00000110799,10.04100791434537,-1.818461589063252,0.5048555518430048,-3.6019443233314,0.0003158460196396362,0.0946102395193274,Huang_GSE214411,VWF,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.818461589063252,True,True,True,4.0,APPROVAL,CAPLACIZUMAB; EGAPTIVON PEGOL; VON WILLEBRAND FACTOR HUMAN; VONICOG ALFA
ENSG00000145703,15.084431615800174,-1.9108771398246902,0.5339673876636495,-3.578640164122472,0.0003453866204361138,0.09936212629361667,Huang_GSE214411,IQGAP2,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_normal,1.9108771398246902,True,False,False,0.0,,
ENSG00000171621,65.61620590820027,0.8822252054760689,0.24659817595525643,3.577582040331647,0.0003467873907060976,0.09936212629361667,Huang_GSE214411,SPSB1,Within Huang_GSE214411,Endometriosis - Normal,True,higher_in_endometriosis,0.8822252054760689,True,False,False,0.0,,
ENSG00000141905,690.141225293387,0.3041923901734515,0.08590013609705367,3.541232924587708,0.0003982618264839543,0.11168278453315995,Huang_GSE214411,NFIC,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.3041923901734515,False,,,,,
ENSG00000143816,6.432240449362772,1.6072478101087315,0.4559415154286995,3.5251183665464527,0.00042329360577076275,0.11622936925122193,Huang_GSE214411,WNT9A,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.6072478101087315,False,,,,,
ENSG00000167930,125.14842084889636,-0.5457641258780938,0.15588539604542934,-3.501060007693363,0.0004634114853968205,0.12464823219449173,Huang_GSE214411,FAM234A,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5457641258780938,False,,,,,
ENSG00000006606,9.051976134938199,2.9652324323537096,0.851348533285035,3.482982957534429,0.0004958599298972938,0.13059508703297273,Huang_GSE214411,CCL26,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,2.9652324323537096,False,,,,,
ENSG00000112182,25.346535328210372,1.2356132629033127,0.3552745443250384,3.4779110483436666,0.000505337590188286,0.13059508703297273,Huang_GSE214411,BACH2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.2356132629033127,False,,,,,
ENSG00000162694,131.70548282473956,-0.5647278599115237,0.16280924038515054,-3.468647470964008,0.0005230853513678011,0.1325820179043773,Huang_GSE214411,EXTL2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5647278599115237,False,,,,,
ENSG00000152518,1129.7186593082065,0.7695133823987745,0.22428639679922702,3.430940945953199,0.0006014915274862563,0.14830215881313563,Huang_GSE214411,ZFP36L2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7695133823987745,False,,,,,
ENSG00000101096,26.603548926946193,2.020432288367214,0.5893576433125299,3.4281939180617376,0.000607611272830753,0.14830215881313563,Huang_GSE214411,NFATC2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,2.020432288367214,False,,,,,
ENSG00000071967,111.6315345153066,0.6779477827164244,0.19858598438762462,3.4138752782931663,0.0006404588723251337,0.15121351592146348,Huang_GSE214411,CYBRD1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.6779477827164244,False,,,,,
ENSG00000100100,40.98997043342652,-0.6461677805852802,0.18932465408562105,-3.4130144523758346,0.0006424853483764761,0.15121351592146348,Huang_GSE214411,PIK3IP1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.6461677805852802,False,,,,,
ENSG00000246859,97.2304103136511,-1.0146527438385142,0.2993374391903935,-3.3896620034660767,0.0006997884670643477,0.1618107367703176,Huang_GSE214411,STARD4-AS1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.0146527438385142,False,,,,,
ENSG00000172935,153.46740579619626,-1.0961449441387752,0.32397075643819034,-3.38346879264674,0.0007157634147003589,0.1626510656163919,Huang_GSE214411,MRGPRF,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.0961449441387752,False,,,,,
ENSG00000204899,69.6481000254614,0.5589218969474073,0.16590999598470987,3.3688259325792353,0.0007548908606692282,0.16863494141729538,Huang_GSE214411,MZT1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5589218969474073,False,,,,,
ENSG00000153487,185.91517519866602,0.66979603765105,0.2000953954206604,3.347383562939758,0.0008157825010144889,0.17543102212252468,Huang_GSE214411,ING1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.66979603765105,False,,,,,
ENSG00000010404,193.7733621342777,0.568124314503049,0.16973277853824795,3.347169117219316,0.0008164138704403985,0.17543102212252468,Huang_GSE214411,IDS,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.568124314503049,False,,,,,
ENSG00000059804,369.0131013695453,0.9460364579916977,0.2828899236230045,3.344185773306088,0.0008252445653715121,0.17543102212252468,Huang_GSE214411,SLC2A3,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.9460364579916977,False,,,,,
ENSG00000165959,61.9350395273767,0.7002279046896212,0.21047459260521442,3.326899917098465,0.000878179079075515,0.18372063908278236,Huang_GSE214411,CLMN,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7002279046896212,False,,,,,
ENSG00000146038,11.188127992876783,-1.5636752488027335,0.4707292591009437,-3.3218144370061715,0.0008943415003898517,0.1841784527365351,Huang_GSE214411,DCDC2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.5636752488027335,False,,,,,
ENSG00000176248,18.7320179794389,0.9845464744944661,0.29730179707716325,3.311606200075985,0.0009276202357837137,0.18809284165583612,Huang_GSE214411,ANAPC2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.9845464744944661,False,,,,,
ENSG00000088448,256.5767230900012,0.6696048487819952,0.20249234759978688,3.30681557460841,0.0009436299563650858,0.18844004280139137,Huang_GSE214411,ANKRD10,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.6696048487819952,False,,,,,
ENSG00000177842,6.510287108376234,-1.2080848390256846,0.3667058209557971,-3.2944250404230915,0.0009862324513039281,0.19189595481884789,Huang_GSE214411,ZNF620,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.2080848390256846,False,,,,,
ENSG00000197019,530.077630674726,0.9297813038506506,0.28257696386267933,3.290364830667816,0.0010005756104723659,0.19189595481884789,Huang_GSE214411,SERTAD1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.9297813038506506,False,,,,,
ENSG00000167178,10.57768427892651,1.237887691087517,0.37634560030801517,3.289231201518987,0.001004614634484105,0.19189595481884789,Huang_GSE214411,ISLR2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.237887691087517,False,,,,,
ENSG00000172123,56.77632335766959,-0.941153352383486,0.286594676492467,-3.2839177751029287,0.001023747860889087,0.1927570972359738,Huang_GSE214411,SLFN12,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.941153352383486,False,,,,,
ENSG00000172000,14.508076140437312,-1.3428284364429006,0.4111241727808696,-3.2662356663679613,0.0010898750626137722,0.19894638482915614,Huang_GSE214411,ZNF556,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.3428284364429006,False,,,,,
ENSG00000188738,16.09927012811368,-1.6147989262603475,0.49526342176677424,-3.260484936480483,0.0011122187486711833,0.19894638482915614,Huang_GSE214411,FSIP2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.6147989262603475,False,,,,,
ENSG00000137601,68.68100937855823,-0.5255888118029572,0.16139985242001864,-3.256439234127625,0.0011281907628186995,0.19894638482915614,Huang_GSE214411,NEK1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5255888118029572,False,,,,,
ENSG00000162851,50.889156289190964,0.5682188738872517,0.17484175753642672,3.249903695167719,0.001154440960213623,0.19894638482915614,Huang_GSE214411,TFB2M,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5682188738872517,False,,,,,
ENSG00000198848,72.5923809456168,-1.6107112727288173,0.4956968281221249,-3.249387894674981,0.0011565365392520552,0.19894638482915614,Huang_GSE214411,CES1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.6107112727288173,False,,,,,
ENSG00000131944,12.789883669489065,-1.027666249984316,0.316269350609343,-3.2493387298021585,0.0011567364682636113,0.19894638482915614,Huang_GSE214411,FAAP24,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.027666249984316,False,,,,,
ENSG00000090857,68.54893747404012,-0.5765229307228323,0.17750209178022475,-3.2479782347391017,0.0011622816109138864,0.19894638482915614,Huang_GSE214411,PDPR,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5765229307228323,False,,,,,
ENSG00000116285,168.5757000775263,1.0220560485919719,0.3152428190742007,3.24212317220588,0.0011864273319769445,0.2004757978904632,Huang_GSE214411,ERRFI1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.0220560485919719,False,,,,,
ENSG00000104881,9.263880575718343,1.1582188550947519,0.358192883814789,3.233506045010187,0.001222807482284916,0.20118247111315765,Huang_GSE214411,PPP1R13L,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.1582188550947519,False,,,,,
ENSG00000197063,144.09428897174004,0.8165500567449001,0.2531994342920205,3.2249284404133185,0.0012600416012758108,0.20118247111315765,Huang_GSE214411,MAFG,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.8165500567449001,False,,,,,
ENSG00000168256,87.71557747406716,-0.46987308136368694,0.14571437374447532,-3.2246172377452362,0.0012614119607827616,0.20118247111315765,Huang_GSE214411,NKIRAS2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.46987308136368694,False,,,,,
ENSG00000160741,44.42763330418589,0.7776654462429973,0.2412403441614207,3.2236127375222092,0.0012658446024606514,0.20118247111315765,Huang_GSE214411,CRTC2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7776654462429973,False,,,,,
ENSG00000189060,216.74156460937456,0.7703913779494798,0.2391583567447988,3.2212605423257252,0.001276280652465389,0.20118247111315765,Huang_GSE214411,H1F0,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7703913779494798,False,,,,,
ENSG00000270069,151.98368014615028,1.2997033136480236,0.4038272562444501,3.2184635721103234,0.0012887933997995339,0.20118247111315765,Huang_GSE214411,MIR222HG,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.2997033136480236,False,,,,,
ENSG00000164176,67.31319095469061,-0.7854461800282139,0.2441896843217648,-3.2165411991492814,0.001297459032216874,0.20118247111315765,Huang_GSE214411,EDIL3,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7854461800282139,False,,,,,
ENSG00000235563,5.645954774530759,1.7235876932572785,0.5373495894818824,3.207572364425138,0.001338603790131155,0.20376708532706486,Huang_GSE214411,AL445183.2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.7235876932572785,False,,,,,
ENSG00000049860,145.18380911065807,0.488739165496114,0.15243608847037635,3.206190675714518,0.0013450482870602915,0.20376708532706486,Huang_GSE214411,HEXB,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.488739165496114,False,,,,,
ENSG00000114315,78.74484903132503,1.12439132669363,0.35146412023024476,3.1991639031518764,0.001378267870558078,0.20617699338762496,Huang_GSE214411,HES1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.12439132669363,False,,,,,
ENSG00000234545,660.422578224693,0.5403351045366638,0.16905258790008978,3.1962545575226704,0.0013922422163504266,0.20617699338762496,Huang_GSE214411,FAM133B,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5403351045366638,False,,,,,
ENSG00000136842,80.46176053898168,0.9245929726083355,0.28960286948724995,3.1926236582025354,0.0014098656370622718,0.20646698996089716,Huang_GSE214411,TMOD1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.9245929726083355,False,,,,,
ENSG00000105656,35.59557814989872,0.7805765997757843,0.24550916530639674,3.179419386651494,0.0014757041000264275,0.21018759069746568,Huang_GSE214411,ELL,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7805765997757843,False,,,,,
ENSG00000013503,14.623435679867757,-0.9269231147366995,0.2920085153676699,-3.174301658873216,0.0015019750300498513,0.21018759069746568,Huang_GSE214411,POLR3B,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.9269231147366995,False,,,,,
ENSG00000221968,105.4208893189574,0.7104845988237195,0.22420953467627486,3.168842038094202,0.0015304754982469718,0.21018759069746568,Huang_GSE214411,FADS3,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7104845988237195,False,,,,,
ENSG00000179388,237.34226613293094,1.3172515614377929,0.41577738364718814,3.1681654973219016,0.0015340416728161692,0.21018759069746568,Huang_GSE214411,EGR3,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.3172515614377929,False,,,,,
ENSG00000181163,3988.7657709108753,0.4223929608018944,0.13336996095905612,3.1670771871303676,0.001539794423375708,0.21018759069746568,Huang_GSE214411,NPM1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.4223929608018944,False,,,,,
ENSG00000205502,22.90289614064684,-2.195229067940331,0.6932228609228294,-3.1667003379230847,0.0015417910550749943,0.21018759069746568,Huang_GSE214411,C2CD4B,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,2.195229067940331,True,False,False,0.0,,
ENSG00000164252,106.58944570962801,-0.5485445345665746,0.17342175844673638,-3.163066384977586,0.0015611672755051471,0.21018759069746568,Huang_GSE214411,AGGF1,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5485445345665746,False,,,,,
ENSG00000109220,137.8256515799076,0.5997426690330243,0.1896268127448811,3.162752462859259,0.0015628515848521726,0.21018759069746568,Huang_GSE214411,CHIC2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.5997426690330243,False,,,,,
ENSG00000155090,487.71380666017774,0.7460316889317958,0.23640586710244288,3.1557240861899354,0.0016010023165770643,0.21314354073217887,Huang_GSE214411,KLF10,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7460316889317958,False,,,,,
ENSG00000167114,20.345937729786936,-0.9873558339381949,0.3136366065292242,-3.1480886267215573,0.0016434185819448424,0.21660256910033024,Huang_GSE214411,SLC27A4,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.9873558339381949,False,,,,,
ENSG00000167470,461.52299373669143,0.7366216678590898,0.23451377617674854,3.141059258300937,0.0016833796805923408,0.21924094112759,Huang_GSE214411,MIDN,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,0.7366216678590898,False,,,,,
ENSG00000106565,95.70644807124185,1.0253458763931502,0.32667338910351906,3.1387493153543335,0.0016967053106991031,0.21924094112759,Huang_GSE214411,TMEM176B,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.0253458763931502,False,,,,,
ENSG00000180881,11.348182625722448,-1.1167062599952187,0.35626463007526665,-3.134485339617622,0.0017215585597118097,0.2198112932510632,Huang_GSE214411,CAPS2,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.1167062599952187,False,,,,,
ENSG00000111319,9.655879965799432,-1.5979490257518787,0.510218973575003,-3.13188867625868,0.0017368571897959251,0.2198112932510632,Huang_GSE214411,SCNN1A,Within Huang_GSE214411,Endometriosis - Normal,False,not_significant,1.5979490257518787,False,,,,,
