dataset_id,gene_symbol,gene_id,full_model_log2_fold_change,secretory_only_descriptive_log2_fold_change,direction_consistent,n_secretory_normal,n_secretory_endometriosis,normal_mean_normalized_count,endometriosis_mean_normalized_count,inference
Mareckova_E-MTAB-14039,SPP1,ENSG00000118785,4.389797933387412,4.0066481603976785,True,1,2,2.612886737553571,49.53623199866456,descriptive_only_no_p_value
Mareckova_E-MTAB-14039,CD74,ENSG00000019582,2.6056790445220335,3.7198458028916406,True,1,2,2.019048842655032,32.691108283815375,descriptive_only_no_p_value
Mareckova_E-MTAB-14039,SMAD7,ENSG00000101665,-0.7596651660597609,-1.0623513576689336,True,1,2,86.22526233926784,41.02847636832649,descriptive_only_no_p_value
Mareckova_E-MTAB-14039,TGFB1,ENSG00000105329,-0.09756443490335326,-0.49847496842225425,True,1,2,128.86282319298294,91.07007447220224,descriptive_only_no_p_value
Huang_GSE214411,SPP1,ENSG00000118785,-1.7526839936220804,-1.8392087920564038,True,4,3,25.305600817834943,6.712020628616874,descriptive_only_no_p_value
Huang_GSE214411,CD74,ENSG00000019582,-0.6847742634782226,-0.35013505296298464,True,4,3,17.670552012713856,13.75499166441999,descriptive_only_no_p_value
Huang_GSE214411,SMAD7,ENSG00000101665,1.453110086818202,1.6007033124181156,True,4,3,23.3024248192914,71.69064353453837,descriptive_only_no_p_value
Huang_GSE214411,TGFB1,ENSG00000105329,0.6666285202497911,0.8124124724900358,True,4,3,79.32736012858436,139.6884682679059,descriptive_only_no_p_value
