step,seconds,minutes
load_cached_model,0.44816429099591915,0.007469404849931986
extract_latent,1.9550399590007146,0.032583999316678575
neighbors,33.92038520799542,0.5653397534665904
umap,92.61325620899879,1.5435542701499798
